timestamp,close,high,low,open,volume,symbol
1558613700,109.43,109.43,109.22,109.375,0.0,JPM
1558614300,109.3,109.3,109.3,109.3,0.0,JPM
1558614360,109.3,109.3,109.3,109.3,0.0,JPM
1558614480,109.36,109.45,109.36,109.45,0.0,JPM
1558614600,109.31,109.32,109.31,109.32,0.0,JPM
1558614660,109.12,109.31,109.12,109.31,0.0,JPM
1558615860,109.35,109.35,109.35,109.35,0.0,JPM
1558615920,109.35,109.35,109.35,109.35,0.0,JPM
1558617660,109.14,109.25,109.14,109.25,0.0,JPM
1558618200,109.5,109.79000091552734,109.30000305175781,109.63999938964844,173245.0,JPM
1558618260,109.22000122070312,109.68000030517578,109.20999908447266,109.51000213623047,63560.0,JPM
1558618320,109.16999816894531,109.30000305175781,109.13999938964844,109.22000122070312,49489.0,JPM
1558618380,109.0999984741211,109.23999786376953,109.05999755859375,109.18000030517578,40396.0,JPM
1558618440,109.11000061035156,109.15499877929688,109.06999969482422,109.0999984741211,49823.0,JPM
1558618500,109.04000091552734,109.13999938964844,109.02999877929688,109.08999633789062,67670.0,JPM
1558618560,109.13500213623047,109.13999938964844,108.94499969482422,109.02999877929688,64626.0,JPM
1558618620,109.0999984741211,109.19999694824219,109.0801010131836,109.12999725341797,71138.0,JPM
1558618680,108.87999725341797,109.11000061035156,108.86000061035156,109.11000061035156,64686.0,JPM
1558618740,108.98999786376953,109.00499725341797,108.77999877929688,108.87999725341797,72046.0,JPM
1558618800,109.0199966430664,109.06999969482422,108.98500061035156,108.99500274658203,43344.0,JPM
1558618860,108.98500061035156,109.05000305175781,108.94499969482422,109.0199966430664,63214.0,JPM
1558618920,108.94499969482422,109.05999755859375,108.91999816894531,108.98999786376953,40925.0,JPM
1558618980,108.98999786376953,109.01000213623047,108.94499969482422,108.97000122070312,35973.0,JPM
1558619040,108.94380187988281,109.08000183105469,108.94380187988281,108.98999786376953,30645.0,JPM
1558619100,108.7300033569336,108.94000244140625,108.69000244140625,108.94000244140625,77372.0,JPM
1558619160,108.79000091552734,108.8499984741211,108.7249984741211,108.7300033569336,36882.0,JPM
1558619220,108.98500061035156,109.0,108.7645034790039,108.77999877929688,44514.0,JPM
1558619280,108.9749984741211,108.98999786376953,108.93000030517578,108.98999786376953,42351.0,JPM
1558619340,108.76000213623047,109.01000213623047,108.75,108.98999786376953,58739.0,JPM
1558619400,108.69000244140625,108.77999877929688,108.68000030517578,108.7686996459961,23428.0,JPM
1558619460,108.62999725341797,108.7300033569336,108.5999984741211,108.68900299072266,37433.0,JPM
1558619520,108.63999938964844,108.7699966430664,108.61759948730469,108.62000274658203,40185.0,JPM
1558619580,108.63999938964844,108.69999694824219,108.62999725341797,108.6500015258789,24992.0,JPM
1558619640,108.63999938964844,108.69000244140625,108.62000274658203,108.6500015258789,32121.0,JPM
1558619700,108.44000244140625,108.63990020751953,108.43000030517578,108.62999725341797,69921.0,JPM
1558619760,108.38999938964844,108.43000030517578,108.36000061035156,108.43000030517578,36778.0,JPM
1558619820,108.44999694824219,108.4800033569336,108.33100128173828,108.37000274658203,28496.0,JPM
1558619880,108.5,108.52999877929688,108.44999694824219,108.44999694824219,33730.0,JPM
1558619940,108.49500274658203,108.55000305175781,108.45999908447266,108.51000213623047,57516.0,JPM
1558620000,108.55000305175781,108.5999984741211,108.47000122070312,108.48999786376953,42583.0,JPM
1558620060,108.53500366210938,108.61000061035156,108.53500366210938,108.55789947509766,35420.0,JPM
1558620120,108.48999786376953,108.52999877929688,108.44499969482422,108.52999877929688,63866.0,JPM
1558620180,108.48500061035156,108.53500366210938,108.45490264892578,108.4800033569336,88447.0,JPM
1558620240,108.44999694824219,108.48999786376953,108.37999725341797,108.4800033569336,57689.0,JPM
1558620300,108.5,108.50980377197266,108.44499969482422,108.44999694824219,48686.0,JPM
1558620360,108.47760009765625,108.56990051269531,108.46499633789062,108.5,47822.0,JPM
1558620420,108.4000015258789,108.5,108.4000015258789,108.4760971069336,36056.0,JPM
1558620480,108.27999877929688,108.41999816894531,108.2750015258789,108.4000015258789,55789.0,JPM
1558620540,108.22000122070312,108.27999877929688,108.19309997558594,108.27999877929688,60939.0,JPM
1558620600,108.31999969482422,108.3499984741211,108.22000122070312,108.22000122070312,40917.0,JPM
1558620660,108.37000274658203,108.38500213623047,108.30000305175781,108.32559967041016,31659.0,JPM
